ds,y
2014-08-23,41.620000000000005
2014-08-24,28.175
2014-08-25,52.385
2014-08-26,60.68
2014-08-27,53.36
2014-08-28,69.37
2014-08-29,63.3
2014-08-30,44.7
2014-08-31,40.68
2014-09-01,42.055
2014-09-02,44.36
2014-09-03,56.519999999999996
2014-09-04,54.620000000000005
2014-09-05,42.379
2014-09-06,68.53999999999999
2014-09-07,29.515
2014-09-08,50.66
2014-09-09,62.08
2014-09-10,61.98
2014-09-11,62.540000000000006
2014-09-12,54.35
2014-09-13,93.61
2014-09-14,36.84
2014-09-15,47.94
2014-09-16,78.97999999999999
2014-09-17,87.94
2014-09-18,58.019999999999996
2014-09-19,67.14
2014-09-20,48.295
2014-09-21,32.42
2014-09-22,60.040000000000006
2014-09-23,50.84
2014-09-24,49.44
2014-09-25,90.37
2014-09-26,74.18
2014-09-27,80.3
2014-09-28,33.22
2014-09-29,68.78
2014-09-30,116.64
2014-10-01,76.74000000000001
2014-10-02,49.89
2014-10-03,80.71000000000001
2014-10-04,108.346
2014-10-05,31.34
2014-10-06,93.98
2014-10-07,74.24000000000001
2014-10-08,85.68
2014-10-09,76.89
2014-10-10,78.32
2014-10-11,67.92
2014-10-12,41.33
2014-10-13,57.78
2014-10-14,63.010000000000005
2014-10-15,55.879999999999995
2014-10-16,89.0196875
2014-10-17,77.74000000000001
2014-10-18,65.9
2014-10-19,38.230000000000004
2014-10-20,79.7
2014-10-21,59.38
2014-10-22,38.83
2014-10-23,45.870000000000005
2014-10-24,86.03999999999999
2014-10-25,67.47
2014-10-26,44.339999999999996
2014-10-27,63.19
2014-10-28,82.88
2014-10-29,103.6
2014-10-30,40.3
2014-10-31,57.45
2014-11-01,81.97
2014-11-02,11.5
2014-11-03,65.13
2014-11-04,55.03
2014-11-05,55.68
2014-11-06,60.94
2014-11-07,71.64
2014-11-08,102.62
2014-11-09,56.58
2014-11-10,54.92
2014-11-11,65.0
2014-11-12,56.0
2014-11-13,60.400000000000006
2014-11-14,66.74
2014-11-15,64.27000000000001
2014-11-16,43.28
2014-11-17,76.71
2014-11-18,41.47
2014-11-19,78.00999999999999
2014-11-20,55.8
2014-11-21,47.08
2014-11-22,60.44
2014-11-23,48.080000000000005
2014-11-24,66.69999999999999
2014-11-25,51.239999999999995
2014-11-26,64.0
2014-11-27,51.17
2014-11-28,51.32
2014-11-29,60.31
2014-11-30,46.61
2014-12-01,67.75
2014-12-02,53.82
2014-12-03,70.13000000000001
2014-12-04,57.64
2014-12-05,56.0
2014-12-06,37.42
2014-12-07,77.611
2014-12-08,35.63
2014-12-09,52.620000000000005
2014-12-10,96.54
2014-12-11,53.97
2014-12-12,75.68
2014-12-13,50.84
2014-12-14,73.74000000000001
2014-12-15,84.2
2014-12-16,67.88
2014-12-17,65.17
2014-12-18,47.27
2014-12-19,0.0
2014-12-20,49.96
2014-12-21,80.16
2014-12-22,90.904
2014-12-23,88.5
2014-12-24,66.6
2014-12-25,70.84
2014-12-26,67.03999999999999
2014-12-27,94.07
2014-12-28,125.5
2014-12-29,57.99
2014-12-30,94.43
2014-12-31,83.58
2015-01-01,0.0
2015-01-02,88.28
2015-01-03,94.91
2015-01-04,84.2
2015-01-05,73.26
2015-01-06,77.67
2015-01-07,0.0
2015-01-08,73.67699999999999
2015-01-09,96.94
2015-01-10,70.464
2015-01-11,85.94
2015-01-12,74.77000000000001
2015-01-13,81.0
2015-01-14,55.34
2015-01-15,95.92
2015-01-16,85.12
2015-01-17,56.56
2015-01-18,51.239999999999995
2015-01-19,75.12
2015-01-20,78.67
2015-01-21,63.45
2015-01-22,50.739999999999995
2015-01-23,69.398
2015-01-24,120.57
2015-01-25,62.03
2015-01-26,79.57
2015-01-27,44.0
2015-01-28,72.34
2015-01-29,76.15
2015-01-30,43.568
2015-01-31,76.852
2015-02-01,63.29
2015-02-02,55.0
2015-02-03,65.73
2015-02-04,64.21
2015-02-05,50.42
2015-02-06,58.96
2015-02-07,53.5
2015-02-08,52.699
2015-02-09,47.17
2015-02-10,72.33
2015-02-11,98.24000000000001
2015-02-12,53.82
2015-02-13,81.84
2015-02-14,64.96600000000001
2015-02-15,72.31
2015-02-16,64.86
2015-02-17,64.223
2015-02-18,56.202000000000005
2015-02-19,59.032000000000004
2015-02-20,73.49000000000001
2015-02-21,82.147
2015-02-22,77.94
2015-02-23,100.06
2015-02-24,59.29
2015-02-25,55.43
2015-02-26,61.7
2015-02-27,68.803
2015-02-28,53.870000000000005
2015-03-01,56.492999999999995
2015-03-02,67.55000000000001
2015-03-03,83.13
2015-03-04,81.5
2015-03-05,48.33
2015-03-06,36.47
2015-03-07,7.33
2015-03-08,79.197
2015-03-09,54.7
2015-03-10,65.4
2015-03-11,64.2
2015-03-12,44.167
2015-03-13,91.43
2015-03-14,71.09
2015-03-15,69.5
2015-03-16,71.71
2015-03-17,53.4
2015-03-18,66.03
2015-03-19,58.83
2015-03-20,69.6
2015-03-21,70.27000000000001
2015-03-22,79.21000000000001
2015-03-23,48.34
2015-03-24,60.072
2015-03-25,62.34
2015-03-26,82.14699999999999
2015-03-27,60.67
2015-03-28,65.886
2015-03-29,66.527
2015-03-30,50.857
2015-03-31,62.7
2015-04-01,48.47
2015-04-02,60.46
2015-04-03,61.85
2015-04-04,76.0
2015-04-05,49.45
2015-04-06,57.86
2015-04-07,58.36
2015-04-08,52.33
2015-04-09,52.53
2015-04-10,105.945
2015-04-11,64.08
2015-04-12,0.0
2015-04-13,55.21
2015-04-14,71.47
2015-04-15,53.58
2015-04-16,61.14
2015-04-17,57.64
2015-04-18,48.63
2015-04-19,60.147999999999996
2015-04-20,66.743
2015-04-21,59.53
2015-04-22,47.157
2015-04-23,47.2
2015-04-24,56.0
2015-04-25,61.265
2015-04-26,60.6
2015-04-27,70.78
2015-04-28,45.3
2015-04-29,50.230000000000004
2015-04-30,63.927
2015-05-01,32.06
2015-05-02,72.46
2015-05-03,40.036
2015-05-04,72.623
2015-05-05,41.302
2015-05-06,70.357
2015-05-07,48.34
2015-05-08,41.34
2015-05-09,55.4
2015-05-10,39.567
2015-05-11,49.89
2015-05-12,61.47
2015-05-13,60.339999999999996
2015-05-14,31.067
2015-05-15,77.77
2015-05-16,61.565999999999995
2015-05-17,44.53
2015-05-18,47.513000000000005
2015-05-19,38.66
2015-05-20,55.135
2015-05-21,30.257
2015-05-22,35.198
2015-05-23,55.82
2015-05-24,42.399
2015-05-25,63.99
2015-05-26,85.18
2015-05-27,40.86
2015-05-28,58.13
2015-05-29,70.14
2015-05-30,63.18
2015-05-31,57.997
2015-06-01,52.71
2015-06-02,71.22999999999999
2015-06-03,58.96
2015-06-04,38.33
2015-06-05,37.67
2015-06-06,50.36
2015-06-07,65.35
2015-06-08,66.16
2015-06-09,56.2
2015-06-10,49.025999999999996
2015-06-11,66.72999999999999
2015-06-12,31.83
2015-06-13,57.69
2015-06-14,35.269999999999996
2015-06-15,73.36
2015-06-16,53.34
2015-06-17,72.64
2015-06-18,70.53
2015-06-19,67.74
2015-06-20,64.14
2015-06-21,46.019999999999996
2015-06-22,56.822
2015-06-23,49.84
2015-06-24,51.63
2015-06-25,47.795
2015-06-26,46.5
2015-06-27,65.66
2015-06-28,41.39
2015-06-29,64.34
2015-06-30,64.97
2015-07-01,75.16
2015-07-02,35.15
2015-07-03,59.83
2015-07-04,34.09
2015-07-05,42.54
2015-07-06,46.18
2015-07-07,46.42
2015-07-08,38.95
2015-07-09,47.76
2015-07-10,82.84
2015-07-11,77.23
2015-07-12,53.46
2015-07-13,42.89
2015-07-14,28.67
2015-07-15,49.35
2015-07-16,39.67
2015-07-17,38.129999999999995
2015-07-18,53.06
2015-07-19,35.36
2015-07-20,62.51
2015-07-21,35.129999999999995
2015-07-22,54.67
2015-07-23,27.5
2015-07-24,66.53999999999999
2015-07-25,47.0
2015-07-26,43.99
2015-07-27,52.18
2015-07-28,54.4
2015-07-29,50.058
2015-07-30,43.629999999999995
2015-07-31,58.7
2015-08-01,49.0
2015-08-02,41.7
2015-08-03,38.83
2015-08-04,44.67
2015-08-05,39.230000000000004
2015-08-06,66.0
2015-08-07,54.33
2015-08-08,46.36
2015-08-09,41.66
2015-08-10,61.05
2015-08-11,58.49
2015-08-12,60.063
2015-08-13,54.438
2015-08-14,38.36
2015-08-15,67.68
2015-08-16,35.92
2015-08-17,55.0
2015-08-18,55.68
2015-08-19,65.99000000000001
2015-08-20,38.18
2015-08-21,57.67
2015-08-22,57.076
2015-08-23,57.32
2015-08-24,69.66
2015-08-25,56.51
2015-08-26,54.989999999999995
2015-08-27,59.83
2015-08-28,46.77
2015-08-29,60.379999999999995
2015-08-30,54.519999999999996
2015-08-31,72.24
2015-09-01,54.67
2015-09-02,66.13
2015-09-03,45.22
2015-09-04,41.12
2015-09-05,59.54
2015-09-06,59.6
2015-09-07,60.763999999999996
2015-09-08,48.563
2015-09-09,52.7
2015-09-10,57.39
2015-09-11,68.33
2015-09-12,91.82
2015-09-13,63.695
2015-09-14,55.980000000000004
2015-09-15,54.906
2015-09-16,33.305
2015-09-17,57.66
2015-09-18,34.67
2015-09-19,67.82
2015-09-20,66.38
2015-09-21,68.7
2015-09-22,53.82
2015-09-23,58.166
2015-09-24,56.13
2015-09-25,55.21
2015-09-26,67.25
2015-09-27,28.555
2015-09-28,46.730000000000004
2015-09-29,58.393
2015-09-30,46.15
2015-10-01,63.211999999999996
2015-10-02,62.025999999999996
2015-10-03,71.88
2015-10-04,95.0
2015-10-05,104.523
2015-10-06,76.575
2015-10-07,75.28999999999999
2015-10-08,71.85
2015-10-09,67.431
2015-10-10,81.62
2015-10-11,106.52199999999999
2015-10-12,111.84
2015-10-13,91.33
2015-10-14,62.49
2015-10-15,96.91
2015-10-16,75.5
2015-10-17,99.877
2015-10-18,94.38
2015-10-19,101.402
2015-10-20,73.33000000000001
2015-10-21,66.023
2015-10-22,52.932
2015-10-23,71.25999999999999
2015-10-24,108.69
2015-10-25,82.03
2015-10-26,88.63
2015-10-27,97.23
2015-10-28,56.66
2015-10-29,54.623
2015-10-30,77.8
2015-10-31,90.71000000000001
2015-11-01,112.32000000000001
2015-11-02,75.28999999999999
2015-11-03,59.78999999999999
2015-11-04,101.64
2015-11-05,65.291
2015-11-06,53.541
2015-11-07,104.81
2015-11-08,86.8
2015-11-09,71.80799999999999
2015-11-10,84.012
2015-11-11,101.2
2015-11-12,71.33
2015-11-13,44.44
2015-11-14,35.019999999999996
2015-11-15,91.97
2015-11-16,79.64
2015-11-17,78.733
2015-11-18,54.67
2015-11-19,55.489999999999995
2015-11-20,53.72
2015-11-21,80.71000000000001
2015-11-22,60.239000000000004
2015-11-23,83.7
2015-11-24,58.53
2015-11-25,60.19
2015-11-26,44.305
2015-11-27,34.843
2015-11-28,74.815
2015-11-29,63.586
2015-11-30,64.455
2015-12-01,45.212999999999994
2015-12-02,75.73
2015-12-03,77.6
2015-12-04,54.389
2015-12-05,59.413
2015-12-06,87.47
2015-12-07,57.799
2015-12-08,59.665000000000006
2015-12-09,75.074
2015-12-10,90.35
2015-12-11,63.705
2015-12-12,68.74000000000001
2015-12-13,81.65
2015-12-14,85.0
2015-12-15,60.99
2015-12-16,79.67
2015-12-17,49.01
2015-12-18,63.730999999999995
2015-12-19,0.0
2015-12-20,71.674
2015-12-21,87.34
2015-12-22,78.66
2015-12-23,41.44
2015-12-24,65.026
2015-12-25,59.982
2015-12-26,120.83
2015-12-27,103.422
2015-12-28,127.799
2015-12-29,100.6
2015-12-30,90.149
2015-12-31,90.709
2016-01-01,0.0
2016-01-02,64.56
2016-01-03,73.6
2016-01-04,84.92
2016-01-05,75.52000000000001
2016-01-06,93.56
2016-01-07,0.0
2016-01-08,73.363
2016-01-09,118.28999999999999
2016-01-10,100.633
2016-01-11,108.9
2016-01-12,96.482
2016-01-13,75.36
2016-01-14,110.155
2016-01-15,62.34
2016-01-16,92.28
2016-01-17,64.114
2016-01-18,89.59
2016-01-19,77.46
2016-01-20,60.783
2016-01-21,98.83000000000001
2016-01-22,76.008
2016-01-23,68.362
2016-01-24,87.522
2016-01-25,91.04
2016-01-26,72.049
2016-01-27,72.231
2016-01-28,62.39
2016-01-29,119.67
2016-01-30,78.191
2016-01-31,103.173
2016-02-01,50.44
2016-02-02,66.508
2016-02-03,81.255
2016-02-04,58.34
2016-02-05,73.26
2016-02-06,89.822
2016-02-07,118.416
2016-02-08,75.858
2016-02-09,83.43
2016-02-10,85.343
2016-02-11,74.616
2016-02-12,106.594
2016-02-13,67.74
2016-02-14,76.58
2016-02-15,74.16
2016-02-16,58.65
2016-02-17,52.6
2016-02-18,64.49000000000001
2016-02-19,85.37
2016-02-20,71.352
2016-02-21,84.04
2016-02-22,88.445
2016-02-23,78.22999999999999
2016-02-24,61.09
2016-02-25,87.98
2016-02-26,52.897999999999996
2016-02-27,57.400000000000006
2016-02-28,125.63300000000001
2016-02-29,81.86
2016-03-01,62.2
2016-03-02,58.326
2016-03-03,80.63
2016-03-04,39.99
2016-03-05,79.89099999999999
2016-03-06,111.94500000000001
2016-03-07,71.17
2016-03-08,70.66
2016-03-09,56.81
2016-03-10,54.06
2016-03-11,62.893
2016-03-12,80.57300000000001
2016-03-13,75.674
2016-03-14,89.55
2016-03-15,62.65
2016-03-16,85.77
2016-03-17,99.256
2016-03-18,67.355
2016-03-19,58.290000000000006
2016-03-20,83.083
2016-03-21,118.756
2016-03-22,69.518
2016-03-23,63.25
2016-03-24,57.84
2016-03-25,75.35
2016-03-26,52.91
2016-03-27,107.279
2016-03-28,60.480000000000004
2016-03-29,63.410000000000004
2016-03-30,59.44
2016-03-31,56.16
2016-04-01,92.94
2016-04-02,75.37
2016-04-03,117.866
2016-04-04,55.831
2016-04-05,84.63
2016-04-06,45.272999999999996
2016-04-07,58.510000000000005
2016-04-08,69.03
2016-04-09,83.91
2016-04-10,62.22
2016-04-11,70.32
2016-04-12,83.59
2016-04-13,73.72933333
2016-04-14,76.705
2016-04-15,53.886
2016-04-16,77.8
2016-04-17,84.505
2016-04-18,64.76
2016-04-19,53.94
2016-04-20,59.49
2016-04-21,39.364
2016-04-22,48.57
2016-04-23,71.05000000000001
2016-04-24,64.11
2016-04-25,63.78
2016-04-26,72.52
2016-04-27,97.555
2016-04-28,86.66666667
2016-04-29,68.36
2016-04-30,91.292
2016-05-01,0.0
2016-05-02,59.22
2016-05-03,44.22
2016-05-04,54.540000000000006
2016-05-05,76.66
2016-05-06,52.59
2016-05-07,79.53
2016-05-08,81.06
2016-05-09,56.233000000000004
2016-05-10,55.75
2016-05-11,54.99
2016-05-12,51.869
2016-05-13,58.66
2016-05-14,81.81
2016-05-15,73.818
2016-05-16,56.66
2016-05-17,60.03
2016-05-18,62.58
2016-05-19,73.5
2016-05-20,51.132
2016-05-21,80.03999999999999
2016-05-22,90.5
2016-05-23,97.063
2016-05-24,59.167
2016-05-25,59.260000000000005
2016-05-26,70.15
2016-05-27,62.603
2016-05-28,75.693
2016-05-29,68.0
2016-05-30,57.863
2016-05-31,51.83
2016-06-01,55.1
2016-06-02,56.63
2016-06-03,48.33
2016-06-04,36.97
2016-06-05,53.105999999999995
2016-06-06,55.332
2016-06-07,67.963
2016-06-08,81.55199999999999
2016-06-09,47.800000000000004
2016-06-10,60.33
2016-06-11,74.08500000000001
2016-06-12,84.093
2016-06-13,36.396
2016-06-14,54.83
2016-06-15,82.495
2016-06-16,54.83
2016-06-17,46.66
2016-06-18,60.33
2016-06-19,78.35
2016-06-20,58.068
2016-06-21,71.59
2016-06-22,62.367000000000004
2016-06-23,33.629999999999995
2016-06-24,48.39
2016-06-25,48.92
2016-06-26,51.245
2016-06-27,58.317
2016-06-28,63.009
2016-06-29,66.00999999999999
2016-06-30,28.003
2016-07-01,63.51
2016-07-02,55.192
2016-07-03,54.835
2016-07-04,52.83
2016-07-05,44.01
2016-07-06,67.056
2016-07-07,48.35
2016-07-08,62.896
2016-07-09,38.83
2016-07-10,56.18
2016-07-11,49.545
2016-07-12,60.54
2016-07-13,60.618333332999995
2016-07-14,33.103
2016-07-15,35.33
2016-07-16,57.367000000000004
2016-07-17,56.67
2016-07-18,50.897
2016-07-19,41.67
2016-07-20,63.29
2016-07-21,50.08
2016-07-22,31.990000000000002
2016-07-23,38.25
2016-07-24,49.32
2016-07-25,62.33
2016-07-26,39.980000000000004
2016-07-27,39.480000000000004
2016-07-28,61.16
2016-07-29,62.5
2016-07-30,65.32
2016-07-31,46.51
2016-08-01,44.226
2016-08-02,46.33
2016-08-03,62.480000000000004
2016-08-04,80.09299999999999
2016-08-05,87.75
2016-08-06,67.662
2016-08-07,80.555
2016-08-08,75.83
2016-08-09,79.99000000000001
2016-08-10,61.43
2016-08-11,37.33
2016-08-12,60.02
2016-08-13,58.737
2016-08-14,41.573666669999994
2016-08-15,43.33
2016-08-16,50.61
2016-08-17,41.17
2016-08-18,47.953
2016-08-19,48.93
2016-08-20,46.519999999999996
2016-08-21,67.027
2016-08-22,38.926
2016-08-23,33.966
2016-08-24,37.117000000000004
2016-08-25,48.4
2016-08-26,31.723
2016-08-27,42.08266667
2016-08-28,68.55
2016-08-29,32.169999999999995
2016-08-30,21.880000000000003
2016-08-31,49.027
2016-09-01,50.06
2016-09-02,60.36
2016-09-03,83.055
2016-09-04,62.626
2016-09-05,60.016
2016-09-06,60.129999999999995
2016-09-07,62.120000000000005
2016-09-08,54.99
2016-09-09,64.354
2016-09-10,79.64
2016-09-11,95.95
2016-09-12,63.0
2016-09-13,63.759
2016-09-14,53.692
2016-09-15,84.628
2016-09-16,53.63
2016-09-17,88.863
2016-09-18,52.76
2016-09-19,54.546
2016-09-20,62.861999999999995
2016-09-21,52.4
2016-09-22,53.16
2016-09-23,67.72
2016-09-24,83.179
2016-09-25,89.455
2016-09-26,79.59
2016-09-27,94.77000000000001
2016-09-28,92.432
2016-09-29,70.13000000000001
2016-09-30,56.0
2016-10-01,81.21799999999999
2016-10-02,138.256
2016-10-03,95.322
2016-10-04,83.42
2016-10-05,100.2
2016-10-06,65.32
2016-10-07,67.262
2016-10-08,84.37
2016-10-09,117.60000000000001
2016-10-10,48.666
2016-10-11,138.81933333
2016-10-12,96.453
2016-10-13,79.69
2016-10-14,84.7
2016-10-15,91.52000000000001
2016-10-16,126.752
2016-10-17,73.8
2016-10-18,81.256
2016-10-19,56.69
2016-10-20,71.8
2016-10-21,66.285
2016-10-22,60.37
2016-10-23,96.12666667
2016-10-24,55.183
2016-10-25,93.702
2016-10-26,52.126999999999995
2016-10-27,59.723
2016-10-28,65.18
2016-10-29,141.47
2016-10-30,100.83
2016-10-31,81.28
2016-11-01,60.933
2016-11-02,60.003
2016-11-03,52.5
2016-11-04,65.803
2016-11-05,62.886666667
2016-11-06,78.79
2016-11-07,64.026
2016-11-08,69.51666667
2016-11-09,56.4
2016-11-10,74.16000000000001
2016-11-11,57.419
2016-11-12,87.525
2016-11-13,87.12
2016-11-14,79.026
2016-11-15,77.76
2016-11-16,66.07900000000001
2016-11-17,57.226
2016-11-18,54.91
2016-11-19,55.099999999999994
2016-11-20,46.84
2016-11-21,56.93
2016-11-22,46.813
2016-11-23,61.154
2016-11-24,62.003
2016-11-25,70.34
2016-11-26,74.33
2016-11-27,85.923
2016-11-28,47.913
2016-11-29,67.95
2016-11-30,55.22
2016-12-01,81.025
2016-12-02,93.476
2016-12-03,59.15
2016-12-04,90.023
2016-12-05,60.18
2016-12-06,67.69
2016-12-07,76.76599999999999
2016-12-08,59.040000000000006
2016-12-09,50.391999999999996
2016-12-10,87.17
2016-12-11,100.678
2016-12-12,110.02233333
2016-12-13,71.7
2016-12-14,79.66000000000001
2016-12-15,50.79
2016-12-16,90.625
2016-12-17,89.75
2016-12-18,90.59
2016-12-19,0.0
2016-12-20,74.99000000000001
2016-12-21,54.902
2016-12-22,56.705
2016-12-23,59.15
2016-12-24,107.23
2016-12-25,105.457
2016-12-26,85.914
2016-12-27,88.616666667
2016-12-28,94.32000000000001
2016-12-29,119.56
2016-12-30,198.95
2016-12-31,151.239
2017-01-01,52.2375
2017-01-02,40.35
2017-01-03,101.175
2017-01-04,95.125000004
2017-01-05,111.133333327
2017-01-06,107.570833333
2017-01-07,59.904166667
2017-01-08,54.817916666
2017-01-09,79.98625
2017-01-10,113.66791667
2017-01-11,100.851666671
2017-01-12,109.88416667
2017-01-13,98.904166667
2017-01-14,90.964583339
2017-01-15,86.616666673
2017-01-16,104.3875
2017-01-17,86.36416666100001
2017-01-18,88.229166666
2017-01-19,77.949999996
2017-01-20,91.34708333
2017-01-21,87.470833329
2017-01-22,82.915833334
2017-01-23,78.517499997
2017-01-24,87.09166666
2017-01-25,108.616666667
2017-01-26,77.787083333
2017-01-27,97.333750003
2017-01-28,58.499999997
2017-01-29,103.674999999
2017-01-30,88.69208333
2017-01-31,77.52958333
2017-02-01,71.896666663
2017-02-02,73.949166671
2017-02-03,92.04374999299999
2017-02-04,68.237499994
2017-02-05,78.095
2017-02-06,42.4
2017-02-07,32.63
2017-02-08,71.67
2017-02-09,37.1425
2017-02-10,42.3
2017-02-11,45.15
2017-02-12,62.870000000000005
2017-02-13,0.0
2017-02-14,35.43
2017-02-15,32.87
2017-02-16,45.92
2017-02-17,33.352000000000004
2017-02-18,56.45
2017-02-19,32.056
2017-02-20,52.36
2017-02-21,59.055
2017-02-22,48.399
2017-02-23,56.49
2017-02-24,58.47
2017-02-25,50.465
2017-02-26,38.760000000000005
2017-02-27,55.75
2017-02-28,73.25999999999999
2017-03-01,52.76
2017-03-02,33.129999999999995
2017-03-03,48.89
2017-03-04,38.28
2017-03-05,69.56
2017-03-06,33.86
2017-03-07,35.17
2017-03-08,25.54
2017-03-09,56.06
2017-03-10,47.230000000000004
2017-03-11,47.996
2017-03-12,91.69
2017-03-13,35.510000000000005
2017-03-14,33.01
2017-03-15,26.463
2017-03-16,51.006
2017-03-17,38.132
2017-03-18,39.03
2017-03-19,65.793
2017-03-20,42.143
2017-03-21,36.29
2017-03-22,36.083
2017-03-23,41.272999999999996
2017-03-24,39.769999999999996
2017-03-25,56.79
2017-03-26,54.15
2017-03-27,36.603
2017-03-28,54.34
2017-03-29,39.08
2017-03-30,29.523
2017-03-31,41.7
2017-04-01,46.33
2017-04-02,63.293
2017-04-03,69.53
2017-04-04,24.063000000000002
2017-04-05,37.031
2017-04-06,25.66
2017-04-07,40.5
2017-04-08,61.319
2017-04-09,44.58
2017-04-10,47.573
2017-04-11,43.33
